setup_js.started,setup_js.stopped,participant,date,expName,psychopyVersion,OS,frameRate,Instructions1.started,Instructions1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Instructions2.started,Instructions2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Instructions3.started,Instructions3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Instructions4.started,Instructions4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instructions5.started,Instructions5.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,Instructions6b.started,Instructions6b.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,Instructions6.started,Instructions6.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,memoranda.started,memoranda.stopped,isi1.started,isi1.stopped,probe.started,probe.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,resp_correct,taskPhase,correct_ans.started,correct_ans.stopped,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,attend,reliability,validity,test_item,reliability_time,cue_time,delay_1_time,delay_2_time,ping_time,delay_3_time,probe_time,noise_mask_time,iti_dur,pilot_info,ping_im_flash1,ping_im_flash2,ping_im_flash3,ping_im_flash4,ping_im_flash5,stim_side,img1,img2,ping_img,left_img,right_img,right_cue_length,left_cue_length,right_cue_offset,left_cue_offset,attend_direction,rec_length,distractor_0,distractor_0_type,distractor_1,distractor_1_type,distractor_2,distractor_2_type,distractor_3,distractor_3_type,mem_x,mem_y,dismem_x,dismem_y,dis0_x,dis0_y,dis1_x,dis1_y,dis2_x,dis2_y,dis3_x,dis3_y,mem_stim,distractor_stim,probe_direction,cue_img,repeat_code.started,repeat_code.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,Instructions7.started,Instructions7.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,Instructions8.started,Instructions8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_7.keys,Instructions9.started,Instructions9.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,Instructions10.started,Instructions10.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,intro_txt.started,intro_txt.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,initial_wait.started,initial_wait.stopped,reliability_cue.started,reliability_cue.stopped,isi2.started,isi2.stopped,ping.started,ping.stopped,noise_mask.started,noise_mask.stopped,isi3.started,isi3.stopped,block_break.started,block_break.stopped,key_resp.keys,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,loop_trials.ran,repeat_practice_code.started,repeat_practice_code.stopped,key_resp_12.keys,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,demo_prac_task.thisRepN,demo_prac_task.thisTrialN,demo_prac_task.thisN,demo_prac_task.thisIndex,demo_prac_task.ran,condsFile,introTXT,trial,root,concept_root_x,concept_im1_x,concept_im2_x,IT_diff,V2_diff,Image1,Image2,IT_root_im1,IT_root_im2,IT_im1_im2,V2_root_im1,V2_root_im2,V2_im1_im2,cat_root,cat_im1,cat_im2,concept_root_y,concept_im1_y,concept_im2_y,V2_im2_minus_im1,IT_im2_minus_im1,IT_most_similar,V2_most_similar,cond_file,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Instructions.started,Instructions.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,image_recall_task.started,image_recall_task.stopped,image_recall_response.keys,image_recall_response.rt,image_recall_response.duration,small_break.started,small_break.stopped,break_2.started,break_2.stopped,key_resp_18.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImagePath,key_resp_18.rt,key_resp_18.duration,end_exp.started,end_exp.stopped
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9612,519.9537,519.9537,520.4537,523.4539,526.4543,[0.35902557576769023],[-0.3269932827102804],[1],[0],[0],[2.2311000001429875],"[""memoranda_stim""]",1,mainTask,,,526.4545,527.4546,,,,,,img2,0.666666667,valid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/59_2.jpg,./stimuli/59_3.jpg,./stimuli/59_1.jpg,./stimuli/59_3.jpg,./stimuli/59_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/rattle_11s.jpg,im1_distractor,./stimuli/distractors/rattle_01b.jpg,im1_distractor,./stimuli/distractors/snail_09s.jpg,im2_distractor,./stimuli/distractors/snail_04s.jpg,im2_distractor,0.37,-0.25,0.37,0.25,-0.37,0.25,-0.37,-0.25,0,0.35,0,-0.35,./stimuli/59_3.jpg,./stimuli/59_2.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.4537,521.4546,521.4546,521.7044,521.7046,522.7047,522.7047,522.7048,522.7048,523.4538,526.4545,526.4545,,0,19,19,110,1,,,,,,,,,,,,,,,,238,59_1.jpg,animal,toy,animal,0.727927982,0.159088591,59_2.jpg,59_3.jpg,0.045446298,0.77337428,0.135363009,-0.005552248,0.153536343,0.079627264,crayfish,rattle,snail,animal,toy,animal,0.159088591,0.727927982,im2,im2,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4614,528.4537,528.4538,528.9547,531.9544,534.954,"[0.13112274699599466,0.05769672062750334]","[-0.35894734646194926,-0.35249082109479307]","[1,1]","[0,0]","[0,0]","[0.7646000001429911,1.2313000001906858]","[""memoranda_stim""]",1,mainTask,,,534.9543,535.9536,,,,,,img1,0.666666667,invalid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/38_2.jpg,./stimuli/38_3.jpg,./stimuli/38_1.jpg,./stimuli/38_2.jpg,./stimuli/38_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/beaver_10s.jpg,im1_distractor,./stimuli/distractors/beaver_12s.jpg,im1_distractor,./stimuli/distractors/hula_hoop_16s.jpg,im2_distractor,./stimuli/distractors/hula_hoop_01b.jpg,im2_distractor,0,-0.35,0,0.35,0.37,-0.25,0.37,0.25,-0.37,-0.25,-0.37,0.25,./stimuli/38_3.jpg,./stimuli/38_2.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.9548,529.9546,529.9547,530.2046,530.2046,531.2037,531.2038,531.2039,531.2039,531.9544,534.9542,534.9542,,0,20,20,98,1,,,,,,,,,,,,,,,,167,38_1.jpg,animal,animal,Unclassified,0.49330048,0.136241098,38_2.jpg,38_3.jpg,0.046785759,0.540086239,-0.027910155,0.179517135,0.043276037,0.054814355,horse,beaver,hula_hoop,animal,animal,Unclassified,-0.136241098,0.49330048,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.9609,536.9537,536.9537,537.4545,540.4544,543.4537,"[0.0689826018024032,-0.35335134345794394]","[0.33104034546061417,-0.1856277119492657]","[1,1]","[0,0]","[0,0]","[1.7482999999523372,2.581600000143112]","[""memoranda_stim"",""distractor_im_0""]",0,mainTask,,,543.454,544.4547,,,,,,img2,0.666666667,invalid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/137_2.jpg,./stimuli/137_3.jpg,./stimuli/137_1.jpg,./stimuli/137_3.jpg,./stimuli/137_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/macadamia_07s.jpg,im1_distractor,./stimuli/distractors/macadamia_01b.jpg,im1_distractor,./stimuli/distractors/chive_02s.jpg,im2_distractor,./stimuli/distractors/chive_04s.jpg,im2_distractor,0,0.35,0,-0.35,-0.37,-0.25,0.37,0.25,0.37,-0.25,-0.37,0.25,./stimuli/137_2.jpg,./stimuli/137_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.4545,538.4547,538.4547,538.7037,538.7037,539.7042,539.7042,539.7043,539.7043,540.4544,543.4539,543.454,,0,21,21,141,1,,,,,,,,,,,,,,,,186,137_1.jpg,animal,fruit,plant,0.493252156,0.119277013,137_2.jpg,137_3.jpg,-0.057497751,0.435754404,0.290419577,0.023028516,0.142305528,0.016271837,bat2,macadamia,chive,animal,fruit,plant,0.119277012,0.493252155,im2,im2,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.4756,545.4713,545.4714,545.9712,548.9714,551.9712,[0.3164271111481976],[-0.20981621328437916],[1],[0],[0],[1.2792000000476946],"[""memoranda_stim""]",1,mainTask,,,551.9716,552.9709,,,,,,img1,0.666666667,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/225_2.jpg,./stimuli/225_3.jpg,./stimuli/225_1.jpg,./stimuli/225_2.jpg,./stimuli/225_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/icicle_12s.jpg,im1_distractor,./stimuli/distractors/icicle_11s.jpg,im1_distractor,./stimuli/distractors/coffee_table_13s.jpg,im2_distractor,./stimuli/distractors/coffee_table_09s.jpg,im2_distractor,0.37,-0.25,-0.37,-0.25,0,-0.35,-0.37,0.25,0.37,0.25,0,0.35,./stimuli/225_2.jpg,./stimuli/225_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.9713,546.9712,546.9713,547.2207,547.2208,548.2211,548.2213,548.2213,548.2214,548.9712,551.9714,551.9715,,0,22,22,53,1,,,,,,,,,,,,,,,,146,225_1.jpg,vegetable,Unclassified,furniture,0.368759455,0.097423475,225_2.jpg,225_3.jpg,-0.109206676,0.259552779,-0.159602867,-0.02427239,0.073151085,0.024947451,asparagus,icicle,coffee_table,vegetable,Unclassified,furniture,0.097423475,0.368759455,im2,im2,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9785,553.9713,553.9715,554.4708,557.4713,560.4711,[-0.03282501668891856],[-0.33400784379172227],[1],[0],[0],[2.463100000143072],"[""distractor_im_0""]",0,mainTask,,,560.4713,561.4711,,,,,,img1,0.666666667,invalid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/75_2.jpg,./stimuli/75_3.jpg,./stimuli/75_1.jpg,./stimuli/75_2.jpg,./stimuli/75_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/telephone_pole_01b.jpg,im1_distractor,./stimuli/distractors/telephone_pole_07s.jpg,im1_distractor,./stimuli/distractors/noodle_05s.jpg,im2_distractor,./stimuli/distractors/noodle_11s.jpg,im2_distractor,-0.37,-0.25,0,0.35,0,-0.35,-0.37,0.25,0.37,-0.25,0.37,0.25,./stimuli/75_3.jpg,./stimuli/75_2.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.4709,555.471,555.471,555.7212,555.7213,556.7212,556.7212,556.7213,556.7214,557.4712,560.4712,560.4712,,0,23,23,235,1,,,,,,,,,,,,,,,,34,75_1.jpg,food,Unclassified,Unclassified,0.968036501,0.087848501,75_2.jpg,75_3.jpg,-0.346720384,0.621316117,-0.239917737,0.057220933,-0.030627568,0.079920603,oatmeal,telephone_pole,noodle,food,Unclassified,Unclassified,-0.087848501,0.968036501,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.4783,562.4712,562.4714,562.971,565.9712,568.9704,[-0.32723840120160214],[0.1895026702269693],[1],[0],[0],[1.1297999999522972],"[""memoranda_stim""]",1,mainTask,,,568.9707,569.971,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/140_2.jpg,./stimuli/140_3.jpg,./stimuli/140_1.jpg,./stimuli/140_2.jpg,./stimuli/140_3.jpg,0.01375,0.15125,0.006875,-0.075625,left,0.33,./stimuli/distractors/toucan_03s.jpg,im1_distractor,./stimuli/distractors/toucan_10s.jpg,im1_distractor,./stimuli/distractors/arugula_10s.jpg,im2_distractor,./stimuli/distractors/arugula_11s.jpg,im2_distractor,-0.37,0.25,0.37,-0.25,0,0.35,-0.37,-0.25,0.37,0.25,0,-0.35,./stimuli/140_2.jpg,./stimuli/140_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.9711,563.9712,563.9712,564.2211,564.2212,565.2204,565.2205,565.2205,565.2205,565.9712,568.9705,568.9705,,0,24,24,193,1,,,,,,,,,,,,,,,,149,140_1.jpg,Unclassified,animal,plant,0.606126055,0.017309353,140_2.jpg,140_3.jpg,0.085909762,0.692035817,0.128634621,0.05495973,0.072269083,0.023849009,calamari,toucan,arugula,Unclassified,animal,plant,0.017309353,0.606126055,im2,im2,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.9782,570.9713,570.9713,571.471,574.4713,577.4712,[0.32911068925233644],[-0.26074349132176233],[1],[0],[0],[2.1463999998569534],"[""memoranda_stim""]",1,mainTask,,,577.4715,578.4709,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/166_2.jpg,./stimuli/166_3.jpg,./stimuli/166_1.jpg,./stimuli/166_3.jpg,./stimuli/166_2.jpg,0.15125,0.01375,0.075625,-0.006875,right,0.33,./stimuli/distractors/plant_04s.jpg,im1_distractor,./stimuli/distractors/plant_08s.jpg,im1_distractor,./stimuli/distractors/seagull_03s.jpg,im2_distractor,./stimuli/distractors/seagull_08s.jpg,im2_distractor,0.37,-0.25,-0.37,-0.25,0.37,0.25,0,0.35,-0.37,0.25,0,-0.35,./stimuli/166_2.jpg,./stimuli/166_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.4711,572.4711,572.4713,572.7211,572.7212,573.7212,573.7213,573.7213,573.7213,574.4712,577.4714,577.4714,,0,25,25,1,1,,,,,,,,,,,,,,,,205,166_1.jpg,animal,Unclassified,animal,0.853068691,0.107624676,166_2.jpg,166_3.jpg,-0.289683915,0.563384776,-0.058515229,0.137306428,0.029681752,0.085656831,shark,plant,seagull,animal,Unclassified,animal,-0.107624676,0.853068691,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.4784,579.4703,579.4703,579.971,582.971,585.9711,[0.01817527536715621],[0.3792765353805073],[1],[0],[0],[1.5299999999999727],"[""memoranda_stim""]",1,mainTask,,,585.9713,586.9708,,,,,,img1,0.666666667,invalid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/236_2.jpg,./stimuli/236_3.jpg,./stimuli/236_1.jpg,./stimuli/236_3.jpg,./stimuli/236_2.jpg,0.09625,0.06875,0.048125,-0.034375,right,0.33,./stimuli/distractors/speedboat_04s.jpg,im1_distractor,./stimuli/distractors/speedboat_02s.jpg,im1_distractor,./stimuli/distractors/banner_12s.jpg,im2_distractor,./stimuli/distractors/banner_02s.jpg,im2_distractor,0,0.35,0,-0.35,0.37,-0.25,-0.37,-0.25,-0.37,0.25,0.37,0.25,./stimuli/236_3.jpg,./stimuli/236_2.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.971,580.9711,580.9712,581.221,581.2211,582.2211,582.2212,582.2213,582.2213,582.9709,585.9712,585.9713,,0,26,26,144,1,,,,,,,,,,,,,,,,161,236_1.jpg,Unclassified,vehicle,Unclassified,0.488653407,0.103245056,236_2.jpg,236_3.jpg,-0.197335796,0.291317611,-0.073125534,0.154481626,0.05123657,0.08051971,duct_tape,speedboat,banner,Unclassified,vehicle,Unclassified,-0.103245056,0.488653407,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.978,587.971,587.9711,588.4713,591.4713,594.4709,[-0.0008083694926568759],[0.4506112316421896],[1],[0],[0],[1.3957000000476683],"[""memoranda_stim""]",1,mainTask,,,594.471,595.471,,,,,,img2,0.666666667,invalid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/211_2.jpg,./stimuli/211_3.jpg,./stimuli/211_1.jpg,./stimuli/211_2.jpg,./stimuli/211_3.jpg,0.09625,0.06875,0.048125,-0.034375,right,0.33,./stimuli/distractors/carriage_03s.jpg,im1_distractor,./stimuli/distractors/carriage_14s.jpg,im1_distractor,./stimuli/distractors/pesto_04s.jpg,im2_distractor,./stimuli/distractors/pesto_12s.jpg,im2_distractor,0,0.35,-0.37,0.25,-0.37,-0.25,0,-0.35,0.37,0.25,0.37,-0.25,./stimuli/211_2.jpg,./stimuli/211_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.4714,589.4712,589.4713,589.7202,589.7203,590.7205,590.7206,590.7206,590.7206,591.4712,594.471,594.471,,0,27,27,264,1,,,,,,,,,,,,,,,,133,211_1.jpg,container,container,food,0.237941334,0.025546581,211_2.jpg,211_3.jpg,-0.035304515,0.202636819,-0.189629591,0.045443364,0.070989945,0.050837909,thimble,carriage,pesto,container,container,food,0.025546581,0.237941334,im2,im2,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.4782,596.471,596.4712,596.9711,599.9711,602.9708,[],[],[],[],[],[],[],0,mainTask,,,602.9711,603.9709,,,,,,img2,0.666666667,valid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/264_2.jpg,./stimuli/264_3.jpg,./stimuli/264_1.jpg,./stimuli/264_3.jpg,./stimuli/264_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/slug_04s.jpg,im1_distractor,./stimuli/distractors/slug_01s.jpg,im1_distractor,./stimuli/distractors/bassinet_11s.jpg,im2_distractor,./stimuli/distractors/bassinet_12s.jpg,im2_distractor,-0.37,-0.25,-0.37,0.25,0.37,-0.25,0,0.35,0,-0.35,0.37,0.25,./stimuli/264_3.jpg,./stimuli/264_2.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.9712,597.9711,597.9712,598.221,598.2211,599.2203,599.2205,599.2205,599.2205,599.971,602.9709,602.9711,,0,28,28,211,1,,,,,,,,,,,,,,,,1,264_1.jpg,container,animal,furniture,0.844929614,0.075262229,264_2.jpg,264_3.jpg,-0.235205381,0.609724233,-0.210019019,0.121643951,0.046381722,0.089814336,shopping_cart,slug,bassinet,container,animal,furniture,-0.075262229,0.844929614,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9782,604.971,604.971,605.471,608.4708,611.471,[-0.0371380590787717],[0.3693101218291055],[1],[0],[0],[2.6968000001907058],"[""memoranda_stim""]",1,mainTask,,,616.8933,617.8876,,,,,,img1,0.666666667,invalid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/191_2.jpg,./stimuli/191_3.jpg,./stimuli/191_1.jpg,./stimuli/191_2.jpg,./stimuli/191_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/carriage_04s.jpg,im1_distractor,./stimuli/distractors/carriage_10s.jpg,im1_distractor,./stimuli/distractors/thumb_08s.jpg,im2_distractor,./stimuli/distractors/thumb_04s.jpg,im2_distractor,0,0.35,0.37,-0.25,0,-0.35,-0.37,-0.25,0.37,0.25,-0.37,0.25,./stimuli/191_3.jpg,./stimuli/191_2.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.4711,606.471,606.4712,606.7209,606.721,607.721,607.7211,607.7212,607.7212,608.4707,611.4712,616.8932,space,0,29,29,268,1,,,,,,,,,,,,,,,,144,191_1.jpg,Unclassified,container,body part,1.209336003,0.031832392,191_2.jpg,191_3.jpg,-0.395608044,0.813727959,-0.454888855,0.046806825,0.078639217,0.020802143,cigarette_butt,carriage,thumb,Unclassified,container,body part,0.031832392,1.209336003,im2,im2,conditions_file_3,5.4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.8885,618.8877,618.8878,619.3876,622.387,625.3876,[0.38948285213618156],[0.19996453604806408],[1],[0],[0],[1.945799999952328],"[""memoranda_stim""]",1,mainTask,,,625.3894,626.3875,,,,,,img2,0.833333333,valid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/65_2.jpg,./stimuli/65_3.jpg,./stimuli/65_1.jpg,./stimuli/65_3.jpg,./stimuli/65_2.jpg,0.01375,0.15125,0.006875,-0.075625,left,0.33,./stimuli/distractors/platypus_03s.jpg,im1_distractor,./stimuli/distractors/platypus_09s.jpg,im1_distractor,./stimuli/distractors/nutcracker_01b.jpg,im2_distractor,./stimuli/distractors/nutcracker_08s.jpg,im2_distractor,0.37,0.25,-0.37,0.25,-0.37,-0.25,0,0.35,0,-0.35,0.37,-0.25,./stimuli/65_3.jpg,./stimuli/65_2.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.3878,620.3868,620.3868,620.6376,620.6377,621.6376,621.6378,621.6378,621.6378,622.387,625.3877,625.3893,,0,30,30,159,1,,,,,,,,,,,,,,,,82,65_1.jpg,food,animal,Unclassified,0.855305885,0.087958338,65_2.jpg,65_3.jpg,-0.229870193,0.625435693,-0.219844729,0.107412638,0.0194543,0.032769488,enchilada,platypus,nutcracker,food,animal,Unclassified,-0.087958338,0.855305886,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158164,2024-12-04_11h09.13.259,WM_Deepgen,2023.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.3949,627.387,627.387,627.8869,630.8876,633.8873,"[0.40178049899866486,-0.27364089619492654]","[-0.27387036882510013,-0.25609145527369825]","[1,1]","[0,0]","[0,0]","[1.7295999999047353,2.77959999990469]","[""distractor_mem_stim"",""distractor_im_2""]",0,mainTask,,,633.8875,634.8876,,,,,,img1,0.666666667,invalid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/64_2.jpg,./stimuli/64_3.jpg,./stimuli/64_1.jpg,./stimuli/64_2.jpg,./stimuli/64_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/drum_06s.jpg,im1_distractor,./stimuli/distractors/drum_02s.jpg,im1_distractor,./stimuli/distractors/screen2_02s.jpg,im2_distractor,./stimuli/distractors/screen2_12s.jpg,im2_distractor,0,-0.35,0.37,-0.25,0.37,0.25,-0.37,0.25,-0.37,-0.25,0,0.35,./stimuli/64_3.jpg,./stimuli/64_2.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.8869,628.8875,628.8875,629.1375,629.1376,630.1375,630.1376,630.1376,630.1377,630.8875,633.8874,633.8875,,0,31,31,117,1,,,,,,,,,,,,,,,,62,64_1.jpg,plant,musical instrument,animal,0.859133513,0.071548229,64_2.jpg,64_3.jpg,-0.400158354,0.458975159,-0.040962127,0.034867768,-0.036680461,0.025338413,flower,drum,screen2,plant,musical instrument,animal,-0.071548229,0.859133513,im2,im1,conditions_file_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
