setup_js.started,setup_js.stopped,participant,date,expName,psychopyVersion,OS,frameRate,Instructions1.started,Instructions1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Instructions2.started,Instructions2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Instructions3.started,Instructions3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Instructions4.started,Instructions4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instructions5.started,Instructions5.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,Instructions6b.started,Instructions6b.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,Instructions6.started,Instructions6.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,memoranda.started,memoranda.stopped,isi1.started,isi1.stopped,probe.started,probe.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,resp_correct,taskPhase,correct_ans.started,correct_ans.stopped,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,attend,reliability,validity,test_item,reliability_time,cue_time,delay_1_time,delay_2_time,ping_time,delay_3_time,probe_time,noise_mask_time,iti_dur,pilot_info,ping_im_flash1,ping_im_flash2,ping_im_flash3,ping_im_flash4,ping_im_flash5,stim_side,img1,img2,ping_img,left_img,right_img,right_cue_length,left_cue_length,right_cue_offset,left_cue_offset,attend_direction,rec_length,distractor_0,distractor_0_type,distractor_1,distractor_1_type,distractor_2,distractor_2_type,distractor_3,distractor_3_type,mem_x,mem_y,dismem_x,dismem_y,dis0_x,dis0_y,dis1_x,dis1_y,dis2_x,dis2_y,dis3_x,dis3_y,mem_stim,distractor_stim,probe_direction,cue_img,repeat_code.started,repeat_code.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,Instructions7.started,Instructions7.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,Instructions8.started,Instructions8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Instructions9.started,Instructions9.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,Instructions10.started,Instructions10.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,intro_txt.started,intro_txt.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,initial_wait.started,initial_wait.stopped,reliability_cue.started,reliability_cue.stopped,isi2.started,isi2.stopped,ping.started,ping.stopped,noise_mask.started,noise_mask.stopped,isi3.started,isi3.stopped,block_break.started,block_break.stopped,key_resp.keys,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,loop_trials.ran,repeat_practice_code.started,repeat_practice_code.stopped,key_resp_12.keys,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,demo_prac_task.thisRepN,demo_prac_task.thisTrialN,demo_prac_task.thisN,demo_prac_task.thisIndex,demo_prac_task.ran,condsFile,introTXT,key_resp_12.rt,key_resp_12.duration,trial,root,Unnamed: 0,IT_diff,V2_diff,Image1,Image2,IT_root_im1,IT_root_im2,IT_im1_im2,V2_root_im1,V2_root_im2,V2_im1_im2,cat_root,cat_im1,cat_im2,V2_im2_minus_im1,IT_im2_minus_im1,IT_most_similar,V2_most_similar,cond_file,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Instructions.started,Instructions.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,image_recall_task.started,image_recall_task.stopped,image_recall_response.keys,image_recall_response.rt,image_recall_response.duration,small_break.started,small_break.stopped,break_2.started,break_2.stopped,key_resp_18.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImagePath,key_resp_18.rt,key_resp_18.duration,end_exp.started,end_exp.stopped
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4033.692,4034.692,4034.692,4035.192,4038.195,4041.196,"[0.3462664714494876,0.34260614934114203,0.32430453879941434,0.31551976573938506,0.31112737920937045,0.3140556368960469,0.31478770131771594,0.31478770131771594,0.31771595900439237,0.3169838945827233,0.3162518301610542]","[-0.11200585651537336,-0.11200585651537336,-0.1581259150805271,-0.18301610541727673,-0.1808199121522694,-0.1808199121522694,-0.1800878477306003,-0.1800878477306003,-0.17862371888726208,-0.17789165446559296,-0.18448023426061494]","[1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0]","[1.0779999999995198,1.2859999999991487,1.4939999999996871,1.6599999999998545,1.808999999999287,1.9679999999998472,2.132999999999811,2.2819999999992433,2.4739999999992506,2.6419999999998254,2.8170000000000073]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4041.197,4042.196,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/50_2.jpg,./stimuli/50_3.jpg,./stimuli/50_1.jpg,./stimuli/50_2.jpg,./stimuli/50_3.jpg,0.01375,0.15125,0.006875,-0.075625,left,0.33,./stimuli/distractors/arm_01b.jpg,im1_distractor,./stimuli/distractors/arm_09s.jpg,im1_distractor,./stimuli/distractors/pocket_watch_02s.jpg,im2_distractor,./stimuli/distractors/pocket_watch_10s.jpg,im2_distractor,0.37,-0.25,0,0.35,-0.37,0.25,0.37,0.25,-0.37,-0.25,0,-0.35,./stimuli/50_2.jpg,./stimuli/50_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035.192,4036.193,4036.193,4036.443,4036.443,4037.444,4037.444,4037.444,4037.444,4038.195,4041.196,4041.197,,0,61,61,243,1,,,,,,,,,,,,,,,,,,297,50_1.jpg,50,0.230685029,0.133042689,50_2.jpg,50_3.jpg,-0.101587111,0.129097918,0.309474123,0.202404146,0.069361458,0.146177057,teepee,arm,pocket_watch,-0.133042688,0.230685029,im2,im1,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042.197,4043.197,4043.197,4043.697,4046.699,4049.7,"[-0.35505124450951686,-0.3616398243045388,-0.35724743777452417,-0.37042459736456806,-0.37481698389458273,-0.3726207906295754,-0.3814055636896047,-0.38433382137628114]","[-0.21815519765739386,-0.22108345534407028,-0.22693997071742314,-0.232796486090776,-0.2525622254758419,-0.246705710102489,-0.2540263543191801,-0.25988286969253294]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.6590000000005602,1.868000000000393,2.0340000000005602,2.217999999999847,2.3400000000001455,2.4760000000005675,2.6350000000002183,2.8870000000006257]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4049.701,4050.701,,,,,,img1,0.666666667,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/148_2.jpg,./stimuli/148_3.jpg,./stimuli/148_1.jpg,./stimuli/148_2.jpg,./stimuli/148_3.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/aardvark_06s.jpg,im1_distractor,./stimuli/distractors/aardvark_13s.jpg,im1_distractor,./stimuli/distractors/jump_rope_07s.jpg,im2_distractor,./stimuli/distractors/jump_rope_13s.jpg,im2_distractor,-0.37,-0.25,0,0.35,0.37,0.25,0.37,-0.25,0,-0.35,-0.37,0.25,./stimuli/148_2.jpg,./stimuli/148_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043.697,4044.698,4044.698,4044.948,4044.948,4045.949,4045.949,4045.949,4045.949,4046.699,4049.701,4049.701,,0,62,62,176,1,,,,,,,,,,,,,,,,,,108,148_1.jpg,148,0.729531704,0.044072689,148_2.jpg,148_3.jpg,-0.10556042,0.623971284,-0.269125965,0.087157871,0.043085182,0.070746949,lighter,aardvark,jump_rope,-0.044072689,0.729531704,im2,im1,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.702,4051.702,4051.702,4052.202,4055.204,4058.206,"[-0.3535871156661786,-0.383601756954612,-0.3418740849194729,-0.3513909224011713,-0.35505124450951686,-0.363103953147877,-0.3601756954612006,-0.3601756954612006,-0.3594436310395315,-0.35871156661786235]","[0.24084919472913616,0.24743777452415813,0.2781844802342606,0.28257686676427524,0.28038067349926793,0.2840409956076135,0.2869692532942899,0.287701317715959,0.2869692532942899,0.2869692532942899]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[1.356999999999971,1.493000000000393,1.7070000000003347,1.886000000000422,2.043000000000575,2.193000000000211,2.3760000000002037,2.543000000000575,2.6850000000004,2.842999999999847]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4058.206,4059.206,,,,,,img2,0.666666667,valid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/284_2.jpg,./stimuli/284_3.jpg,./stimuli/284_1.jpg,./stimuli/284_3.jpg,./stimuli/284_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/giraffe_08s.jpg,im1_distractor,./stimuli/distractors/giraffe_10s.jpg,im1_distractor,./stimuli/distractors/paper_09s.jpg,im2_distractor,./stimuli/distractors/paper_07s.jpg,im2_distractor,-0.37,0.25,0,-0.35,0,0.35,-0.37,-0.25,0.37,0.25,0.37,-0.25,./stimuli/284_3.jpg,./stimuli/284_2.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052.202,4053.203,4053.203,4053.453,4053.453,4054.453,4054.453,4054.453,4054.453,4055.204,4058.206,4058.206,,0,63,63,118,1,,,,,,,,,,,,,,,,,,193,284_1.jpg,284,0.952448343,0.1547887,284_2.jpg,284_3.jpg,-0.384278473,0.56816987,-0.307548025,0.090542978,0.245331678,0.087608641,hockey_stick,giraffe,paper,0.1547887,0.952448343,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4059.208,4060.207,4060.207,4060.707,4063.709,4066.711,"[0.3411420204978038,0.34553440702781846,0.3513909224011713,0.35871156661786235,0.3609077598828697,0.35871156661786235,0.3594436310395315,0.35871156661786235,0.3579795021961933]","[-0.24743777452415813,-0.22986822840409957,-0.21522693997071743,-0.21815519765739386,-0.20790629575402636,-0.20937042459736457,-0.21010248901903367,-0.20937042459736457,-0.20863836017569545]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[1.5010000000002037,1.6660000000001673,1.8919999999998254,2.1090000000003783,2.2150000000001455,2.38799999999992,2.5479999999997744,2.7089999999998327,2.893000000000029]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4066.711,4067.711,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/183_2.jpg,./stimuli/183_3.jpg,./stimuli/183_1.jpg,./stimuli/183_2.jpg,./stimuli/183_3.jpg,0.01375,0.15125,0.006875,-0.075625,left,0.33,./stimuli/distractors/jeep_01b.jpg,im1_distractor,./stimuli/distractors/jeep_13s.jpg,im1_distractor,./stimuli/distractors/sarcophagus_08s.jpg,im2_distractor,./stimuli/distractors/sarcophagus_06s.jpg,im2_distractor,0.37,-0.25,0,0.35,-0.37,0.25,0,-0.35,-0.37,-0.25,0.37,0.25,./stimuli/183_2.jpg,./stimuli/183_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4060.707,4061.708,4061.708,4061.958,4061.958,4062.958,4062.958,4062.959,4062.959,4063.709,4066.711,4066.711,,0,64,64,238,1,,,,,,,,,,,,,,,,,,70,183_1.jpg,183,0.841904417,0.096916792,183_2.jpg,183_3.jpg,-0.277435436,0.564468981,-0.13903948,0.060159719,0.157076511,0.07797258,tattoo,jeep,sarcophagus,0.096916792,0.841904417,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4067.712,4068.712,4068.712,4069.212,4072.215,4075.216,"[0.3616398243045388,0.34699853587115664,0.3411420204978038,0.3404099560761347,0.3374816983894583,0.3404099560761347,0.3389458272327965]","[-0.2240117130307467,-0.21156661786237188,-0.21669106881405564,-0.21010248901903367,-0.20790629575402636,-0.2042459736456808,-0.20497803806734993]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.8229999999994106,1.9839999999994689,2.139999999999418,2.282999999999447,2.5429999999996653,2.6920000000000073,2.858999999999469]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4075.216,4076.216,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/61_2.jpg,./stimuli/61_3.jpg,./stimuli/61_1.jpg,./stimuli/61_3.jpg,./stimuli/61_2.jpg,0.15125,0.01375,0.075625,-0.006875,right,0.33,./stimuli/distractors/cufflink_02s.jpg,im1_distractor,./stimuli/distractors/cufflink_09s.jpg,im1_distractor,./stimuli/distractors/stained_glass_12s.jpg,im2_distractor,./stimuli/distractors/stained_glass_01b.jpg,im2_distractor,0.37,-0.25,0,-0.35,-0.37,-0.25,-0.37,0.25,0.37,0.25,0,0.35,./stimuli/61_2.jpg,./stimuli/61_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069.212,4070.212,4070.213,4070.463,4070.463,4071.463,4071.464,4071.464,4071.464,4072.215,4075.216,4075.216,,0,65,65,271,1,,,,,,,,,,,,,,,,,,8,61_1.jpg,61,0.369923385,0.024762739,61_2.jpg,61_3.jpg,0.296995795,0.66691918,0.395491311,0.064886375,0.040123636,0.031117268,door,cufflink,stained_glass,-0.024762739,0.369923385,im2,im1,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4076.216,4077.217,4077.217,4077.717,4080.719,4083.721,"[0.3623718887262079,0.35212298682284043,0.3462664714494876,0.3462664714494876,0.35651537335285505,0.3506588579795022,0.34992679355783307]","[-0.22108345534407028,-0.20863836017569545,-0.20863836017569545,-0.20863836017569545,-0.2020497803806735,-0.19985358711566617,-0.19912152269399708]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.6220000000002983,1.7970000000004802,1.9840000000003783,2.0800000000008367,2.225000000000364,2.472000000000662,2.617000000000189]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4083.722,4084.721,,,,,,img2,0.666666667,invalid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/249_2.jpg,./stimuli/249_3.jpg,./stimuli/249_1.jpg,./stimuli/249_3.jpg,./stimuli/249_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/stomach_05s.jpg,im1_distractor,./stimuli/distractors/stomach_11s.jpg,im1_distractor,./stimuli/distractors/coyote_08s.jpg,im2_distractor,./stimuli/distractors/coyote_13s.jpg,im2_distractor,0.37,-0.25,-0.37,0.25,0,0.35,0,-0.35,0.37,0.25,-0.37,-0.25,./stimuli/249_2.jpg,./stimuli/249_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4077.717,4078.717,4078.717,4078.968,4078.968,4079.968,4079.968,4079.968,4079.968,4080.719,4083.721,4083.721,,0,66,66,239,1,,,,,,,,,,,,,,,,,,196,249_1.jpg,249,1.210874837,0.048099814,249_2.jpg,249_3.jpg,-0.250935719,0.959939119,-0.323342795,0.137559236,0.089459422,0.07484946,coyote,stomach,coyote,-0.048099814,1.210874838,im2,im1,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084.721,4085.722,4085.722,4086.222,4089.224,4092.227,"[0.046120058565153735,0.04685212298682284]","[-0.3169838945827233,-0.3089311859443631]","[1,1]","[0,0]","[0,0]","[2.7609999999995125,2.9229999999997744]","[""distractor_mem_stim"",""distractor_mem_stim""]",0,mainTask,,,4092.228,4093.226,,,,,,img2,0.666666667,invalid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/289_2.jpg,./stimuli/289_3.jpg,./stimuli/289_1.jpg,./stimuli/289_3.jpg,./stimuli/289_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/cilantro_12s.jpg,im1_distractor,./stimuli/distractors/cilantro_11s.jpg,im1_distractor,./stimuli/distractors/pants_06s.jpg,im2_distractor,./stimuli/distractors/pants_04s.jpg,im2_distractor,0.37,-0.25,0,-0.35,-0.37,0.25,-0.37,-0.25,0,0.35,0.37,0.25,./stimuli/289_2.jpg,./stimuli/289_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.222,4087.223,4087.223,4087.473,4087.473,4088.473,4088.473,4088.474,4088.474,4089.224,4092.228,4092.228,,0,67,67,190,1,,,,,,,,,,,,,,,,,,137,289_1.jpg,289,1.076133838,0.166816542,289_2.jpg,289_3.jpg,-0.342532309,0.733601529,-0.232873174,0.047564284,0.214380825,0.05477419,bulletproof_vest,cilantro,pants,0.166816541,1.076133838,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.227,4094.227,4094.227,4094.727,4097.729,4100.73,"[0.3440702781844802,0.328696925329429,0.3206442166910688,0.31991215226939973,0.3162518301610542,0.31551976573938506,0.3162518301610542,0.31259150805270863,0.31332357247437775]","[-0.21961932650073207,-0.22181551976573938,-0.23572474377745242,-0.232796486090776,-0.23572474377745242,-0.23572474377745242,-0.2342606149341142,-0.2349926793557833,-0.2342606149341142]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[1.3350000000000364,1.5349999999998545,1.725999999999658,1.893000000000029,2.0679999999993015,2.233999999999469,2.3659999999999854,2.7529999999997017,2.9089999999996508]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4100.731,4101.731,,,,,,img2,0.666666667,invalid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,-1,./stimuli/219_2.jpg,./stimuli/219_3.jpg,./stimuli/219_1.jpg,./stimuli/219_3.jpg,./stimuli/219_2.jpg,0.06875,0.09625,0.034375,-0.048125,left,0.33,./stimuli/distractors/lavender_03s.jpg,im1_distractor,./stimuli/distractors/lavender_02s.jpg,im1_distractor,./stimuli/distractors/lid_03s.jpg,im2_distractor,./stimuli/distractors/lid_05s.jpg,im2_distractor,0.37,-0.25,0,0.35,-0.37,-0.25,0,-0.35,-0.37,0.25,0.37,0.25,./stimuli/219_2.jpg,./stimuli/219_3.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4094.727,4095.729,4095.729,4095.978,4095.978,4096.978,4096.979,4096.979,4096.979,4097.728,4100.731,4100.731,,0,68,68,122,1,,,,,,,,,,,,,,,,,,255,219_1.jpg,219,1.072042712,0.018736733,219_2.jpg,219_3.jpg,-0.296012418,0.776030294,-0.308910886,0.072913721,0.091650454,0.078152545,inkwell,lavender,lid,0.018736733,1.072042712,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.731,4102.731,4102.732,4103.232,4106.234,4109.285,"[0.3623718887262079,0.36530014641288433,0.36749633967789164,0.3726207906295754,0.3733528550512445,0.37920937042459735,0.37994143484626647,0.37994143484626647,0.38799414348462663]","[-0.1925329428989751,-0.1925329428989751,-0.19765739385065886,-0.19546120058565153,-0.19326500732064422,-0.18960468521229867,-0.18887262079062958,-0.18521229868228403,-0.1808199121522694]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[1.6439999999993233,1.9699999999993452,2.0989999999992506,2.2100000000000364,2.3519999999998618,2.4749999999994543,2.5999999999994543,2.7429999999994834,2.839999999999236]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4109.285,4110.286,,,,,,img1,0.833333333,valid,img1,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/213_2.jpg,./stimuli/213_3.jpg,./stimuli/213_1.jpg,./stimuli/213_2.jpg,./stimuli/213_3.jpg,0.01375,0.15125,0.006875,-0.075625,left,0.33,./stimuli/distractors/steamroller_10s.jpg,im1_distractor,./stimuli/distractors/steamroller_02n.jpg,im1_distractor,./stimuli/distractors/sequin_03s.jpg,im2_distractor,./stimuli/distractors/sequin_06s.jpg,im2_distractor,0.37,-0.25,0,0.35,-0.37,-0.25,0,-0.35,-0.37,0.25,0.37,0.25,./stimuli/213_2.jpg,./stimuli/213_3.jpg,left,./stimuli/cue_left.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.232,4104.232,4104.232,4104.482,4104.483,4105.483,4105.483,4105.483,4105.483,4106.234,4109.285,4109.285,,0,69,69,89,1,,,,,,,,,,,,,,,,,,294,213_1.jpg,213,0.955711002,0.10638552,213_2.jpg,213_3.jpg,-0.154218777,0.801492224,-0.040943295,0.031503067,0.137888587,0.080377525,sequin,steamroller,sequin,0.10638552,0.955711001,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166255,2024-10-16_12h06.53.605,WM_Deepgen,2023.2.1,MacIntel,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110.286,4111.287,4111.287,4111.787,4114.789,4117.826,"[0.02342606149341142,0.0212298682284041,0.019765739385065886,0.019765739385065886]","[-0.27379209370424595,-0.2679355783308931,-0.26207906295754024,-0.26207906295754024]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.618000000000393,2.755000000000109,2.8720000000002983,2.969000000000051]","[""memoranda_stim"",""memoranda_stim"",""memoranda_stim"",""memoranda_stim""]",1,mainTask,,,4117.826,4118.824,,,,,,img2,0.833333333,valid,img2,1,1,0.5,0.25,1,0.75,3,0,1,flashing_distractor,0.2,0.2,0.2,0.2,0.2,1,./stimuli/106_2.jpg,./stimuli/106_3.jpg,./stimuli/106_1.jpg,./stimuli/106_2.jpg,./stimuli/106_3.jpg,0.15125,0.01375,0.075625,-0.006875,right,0.33,./stimuli/distractors/typewriter_03s.jpg,im1_distractor,./stimuli/distractors/typewriter_05s.jpg,im1_distractor,./stimuli/distractors/tweezers_10s.jpg,im2_distractor,./stimuli/distractors/tweezers_01b.jpg,im2_distractor,0,-0.35,0.37,0.25,-0.37,-0.25,0,0.35,0.37,-0.25,-0.37,0.25,./stimuli/106_3.jpg,./stimuli/106_2.jpg,right,./stimuli/cue_right.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4111.787,4112.789,4112.789,4113.038,4113.038,4114.038,4114.038,4114.038,4114.038,4114.789,4117.826,4117.826,,0,70,70,18,1,,,,,,,,,,,,,,,,,,154,106_1.jpg,106,0.476893395,0.106645993,106_2.jpg,106_3.jpg,-0.349737683,0.127155713,0.240082633,0.016311202,0.122957195,0.088615899,puffin,typewriter,tweezers,0.106645993,0.476893396,im2,im2,conditions_file_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
